State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured
5,115,Pope,Arkansas,AR,23,23.2,81.2,28.4,29.8,26.6,6.5,8198
5,117,Prairie,Arkansas,AR,61,31.264062500000005,80.21016949152543,25.8,28.803124999999998,17.8,7.2,1249
5,119,Pulaski,Arkansas,AR,5,23.6,76.1,22.3,28.9,21.0,6.7,52197
5,121,Randolph,Arkansas,AR,72,40.3,83.6,24.3,28.803124999999998,34.2,6.5,2858
5,123,St. Francis,Arkansas,AR,52,35.6,78.1,32.4,28.803124999999998,25.8,11.8,6002
5,125,Saline,Arkansas,AR,45,23.7,77.9,24.2,24.1,23.5,7.5,7970
5,127,Scott,Arkansas,AR,70,34.4,91.5,20.7,28.803124999999998,28.4,10.2,2399
5,129,Searcy,Arkansas,AR,70,28.6,87.8,25.736363636363635,28.803124999999998,23.5,12.4,2118
5,131,Sebastian,Arkansas,AR,6,28.0,75.8,26.4,32.1,20.5,7.1,18572
5,133,Sevier,Arkansas,AR,76,42.4,79.1,25.1,19.3,26.1,8.2,3682
5,135,Sharp,Arkansas,AR,72,35.2,76.5,23.7,28.803124999999998,26.1,6.7,3503
5,137,Stone,Arkansas,AR,70,29.4,76.7,21.6,28.803124999999998,22.8,9.0,2380
5,139,Union,Arkansas,AR,36,30.0,80.3,27.0,28.4,25.8,9.1,6517
5,141,Van Buren,Arkansas,AR,71,35.4,76.4,29.6,28.803124999999998,28.8,8.2,2935
5,143,Washington,Arkansas,AR,14,21.9,77.6,18.6,24.6,21.4,5.5,26412
5,145,White,Arkansas,AR,22,30.2,80.5,24.1,25.4,24.2,8.7,10331
5,147,Woodruff,Arkansas,AR,75,31.264062500000005,80.21016949152543,25.736363636363635,28.803124999999998,26.574626865671643,8.17702702702703,1711
5,149,Yell,Arkansas,AR,62,31.6,81.0,25.5,21.0,27.9,8.9,4389
6,1,Alameda,California,CA,1,20.7,69.3,18.4,21.4,15.6,5.3,201483
6,3,Alpine,California,CA,83,21.365789473684213,72.20689655172414,20.09210526315789,23.410000000000004,15.415384615384614,6.642222222222221,252
6,5,Amador,California,CA,26,21.365789473684213,72.20689655172414,11.2,23.410000000000004,15.415384615384614,5.4,4245
6,7,Butte,California,CA,6,25.8,78.8,23.7,26.7,17.0,4.3,37097
6,9,Calaveras,California,CA,30,21.365789473684213,72.20689655172414,9.0,23.410000000000004,15.415384615384614,1.3,5932
6,11,Colusa,California,CA,42,21.365789473684213,72.20689655172414,20.09210526315789,23.410000000000004,15.415384615384614,6.642222222222221,4736
6,13,Contra Costa,California,CA,2,21.0,72.8,21.6,23.7,14.2,5.4,119080
6,15,Del Norte,California,CA,51,21.365789473684213,72.20689655172414,20.09210526315789,23.410000000000004,15.415384615384614,6.642222222222221,4711
6,17,El Dorado,California,CA,12,14.2,67.8,24.0,20.4,14.9,4.8,21522
6,19,Fresno,California,CA,3,25.8,74.3,27.7,25.1,14.6,7.4,202484
6,21,Glenn,California,CA,33,21.365789473684213,72.20689655172414,20.09210526315789,23.410000000000004,15.415384615384614,6.642222222222221,6275
6,23,Humboldt,California,CA,6,22.3,72.20689655172414,23.8,20.4,20.1,8.5,21154
6,25,Imperial,California,CA,7,21.365789473684213,72.20689655172414,20.09210526315789,23.410000000000004,6.6,13.0,43126
6,27,Inyo,California,CA,81,21.365789473684213,72.20689655172414,20.09210526315789,23.410000000000004,15.415384615384614,6.642222222222221,2941
6,29,Kern,California,CA,3,30.4,76.3,26.5,27.5,21.4,9.0,152346
6,31,Kings,California,CA,7,23.1,72.20689655172414,25.4,23.410000000000004,12.6,4.6,27328
6,33,Lake,California,CA,24,21.365789473684213,72.20689655172414,20.09210526315789,23.410000000000004,19.2,6.2,11580
6,35,Lassen,California,CA,32,21.365789473684213,72.20689655172414,20.09210526315789,23.410000000000004,15.415384615384614,6.642222222222221,4118
6,37,Los Angeles,California,CA,1,27.3,71.6,21.3,24.2,16.7,6.7,2167891
6,39,Madera,California,CA,7,25.8,72.20689655172414,20.09210526315789,23.410000000000004,15.5,10.4,29874
6,41,Marin,California,CA,11,8.3,66.0,9.9,23.0,12.0,2.8,23521
6,43,Mariposa,California,CA,58,21.365789473684213,72.20689655172414,20.09210526315789,23.410000000000004,15.415384615384614,6.642222222222221,2760
6,45,Mendocino,California,CA,23,11.5,72.20689655172414,20.09210526315789,23.410000000000004,15.415384615384614,10.7,16199
6,47,Merced,California,CA,7,34.6,72.20689655172414,28.7,20.6,19.8,7.5,52448
6,49,Modoc,California,CA,85,21.365789473684213,72.20689655172414,20.09210526315789,23.410000000000004,15.415384615384614,6.642222222222221,1853
6,51,Mono,California,CA,78,21.365789473684213,72.20689655172414,20.09210526315789,23.410000000000004,15.415384615384614,6.642222222222221,2270
6,53,Monterey,California,CA,5,30.4,72.2,24.4,20.7,17.0,4.7,80153
6,55,Napa,California,CA,13,19.1,72.20689655172414,19.7,23.410000000000004,12.2,6.1,17325
6,57,Nevada,California,CA,18,17.4,72.20689655172414,12.9,23.410000000000004,8.5,8.3,12295
6,59,Orange,California,CA,1,18.5,74.3,17.7,20.0,14.4,4.2,509324
6,61,Placer,California,CA,12,11.3,68.6,17.3,21.1,15.0,5.7,31044
6,63,Plumas,California,CA,40,21.365789473684213,72.20689655172414,20.09210526315789,23.410000000000004,15.415384615384614,6.642222222222221,3107
6,65,Riverside,California,CA,1,28.0,72.2,23.4,24.9,16.3,6.8,320908
6,67,Sacramento,California,CA,1,18.4,73.3,20.8,25.3,17.2,6.4,198250
6,69,San Benito,California,CA,29,21.365789473684213,72.20689655172414,20.09210526315789,23.410000000000004,6.0,6.642222222222221,10002
6,71,San Bernardino,California,CA,1,28.6,77.2,25.7,26.4,17.8,7.8,351853
6,73,San Diego,California,CA,1,22.5,73.2,20.3,24.7,14.6,5.6,488866
6,75,San Francisco,California,CA,3,21.8,69.3,10.5,20.8,17.8,3.7,102303
6,77,San Joaquin,California,CA,3,27.6,67.5,25.0,28.8,16.9,6.4,109891
6,79,San Luis Obispo,California,CA,16,14.2,75.9,19.1,24.9,12.6,5.5,36997
6,81,San Mateo,California,CA,2,18.8,71.0,14.4,21.6,16.8,4.2,84134
6,83,Santa Barbara,California,CA,4,20.4,71.5,17.4,28.5,12.9,5.7,71837
6,85,Santa Clara,California,CA,1,18.4,71.4,17.4,22.6,10.9,5.9,196918
6,87,Santa Cruz,California,CA,14,16.8,64.9,17.9,17.7,11.3,6.9,41479
6,89,Shasta,California,CA,6,12.5,73.1,23.2,27.6,22.9,5.6,27365
6,91,Sierra,California,CA,79,21.365789473684213,72.20689655172414,20.09210526315789,23.410000000000004,15.415384615384614,6.642222222222221,441
6,93,Siskiyou,California,CA,34,11.6,72.20689655172414,20.09210526315789,23.410000000000004,15.415384615384614,8.7,8229
6,95,Solano,California,CA,10,18.6,72.0,20.9,21.9,17.2,6.4,54843
6,97,Sonoma,California,CA,9,18.2,72.5,20.7,17.1,16.6,6.3,63936
6,99,Stanislaus,California,CA,5,28.2,74.6,25.4,24.6,18.7,10.0,89406
6,101,Sutter,California,CA,23,21.365789473684213,72.20689655172414,20.09210526315789,23.410000000000004,15.415384615384614,6.6,16050
6,103,Tehama,California,CA,24,21.365789473684213,72.20689655172414,18.6,23.410000000000004,15.415384615384614,3.5,11402
6,105,Trinity,California,CA,85,21.365789473684213,72.20689655172414,20.09210526315789,23.410000000000004,15.415384615384614,6.642222222222221,2158
6,107,Tulare,California,CA,5,34.9,73.3,24.9,22.4,18.6,9.7,100242
6,109,Tuolumne,California,CA,21,23.3,72.20689655172414,21.3,23.410000000000004,21.3,5.7,8213
6,111,Ventura,California,CA,2,21.5,72.9,19.5,27.7,16.1,7.0,130322
6,113,Yolo,California,CA,6,20.1,76.2,13.9,23.410000000000004,11.4,8.3,29458
