State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Population_Size,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic
18,101,Martin,Indiana,IN,10386,1028.2140000000002,2596.5,6231.6,1350.18,207.72,10313.297999999999,31.157999999999998,0.0,10.386000000000001,41.544000000000004
18,103,Miami,Indiana,IN,35620,3562.0,9261.2,21585.72,4096.3,676.78,33696.52,1068.6,356.2,106.86,534.3
18,105,Monroe,Indiana,IN,121407,15054.468,27437.982000000004,81828.31800000001,10441.002,1699.6979999999999,109873.335,3885.0240000000003,242.81400000000002,5463.315,2549.547
18,107,Montgomery,Indiana,IN,38239,3517.988,10056.857,22675.727,4779.875,764.78,37397.742,382.39,76.47800000000001,191.195,917.7359999999999
18,109,Morgan,Indiana,IN,69778,5442.684,18700.504,43401.916000000005,6908.022000000001,767.558,68661.552,209.33399999999997,139.556,209.33399999999997,558.224
18,111,Newton,Indiana,IN,14456,1185.3919999999998,3570.632,8991.632000000001,1604.616,289.12,14224.704000000002,57.824000000000005,43.368,57.824000000000005,505.96
18,113,Noble,Indiana,IN,47448,3843.288,13712.472,28611.144,4507.56,616.8240000000001,46688.832,189.792,142.344,189.792,4507.56
18,115,Ohio,Indiana,IN,5874,411.18,1362.7679999999998,3659.502,757.7460000000001,99.85799999999999,5821.134,35.244,5.874,11.748,23.496
18,117,Orange,Indiana,IN,19770,2372.4,5120.43,11684.07,2550.33,415.17,19394.37,138.39,59.31,79.08,158.16
18,119,Owen,Indiana,IN,22823,2350.7690000000002,5682.927,14150.26,2693.114,296.699,22457.832000000002,68.469,91.292,45.646,182.584
18,121,Parke,Indiana,IN,17362,1961.906,4062.708,10729.715999999999,2222.3360000000002,347.24,16841.14,381.964,34.724000000000004,34.724000000000004,104.17199999999998
18,123,Perry,Indiana,IN,19032,1789.0080000000003,4244.136,11933.064000000002,2398.0319999999997,437.736,18556.2,361.60799999999995,38.064,57.096,152.256
18,125,Pike,Indiana,IN,12766,1174.472,3025.542,7710.664000000001,1761.708,268.086,12676.638,25.532000000000004,12.766000000000002,25.532000000000004,89.362
18,127,Porter,Indiana,IN,157772,10728.496,40231.86,99711.90400000001,15461.656,2208.808,150830.032,3313.212,473.316,1577.72,9308.548
18,129,Posey,Indiana,IN,26852,2040.7519999999997,6874.112000000001,16540.832,3034.2760000000003,402.78,26341.811999999998,268.52,80.556,53.70400000000001,134.26
18,131,Pulaski,Indiana,IN,13783,1309.385,3500.8819999999996,8145.753000000001,1805.5729999999999,317.00899999999996,13534.906,137.83,27.566000000000003,41.349,234.31099999999998
18,133,Putnam,Indiana,IN,36957,3363.087,9165.336,23061.167999999998,4176.1410000000005,554.355,35183.064,1145.667,147.828,258.69899999999996,443.48400000000004
